Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10
9,0,20,42,36,43,79,43,43,79,79
9,0,6,42,36,43,79,43,43,79,79
9,0,6,20,36,43,79,43,43,79,79
9,0,6,20,42,43,79,43,43,79,79
9,0,6,20,42,36,79,43,43,79,79
9,0,6,20,42,36,43,43,43,79,79
9,0,6,20,42,36,43,79,43,79,79
9,0,6,20,42,36,43,79,43,79,79
14,0,1,4,31,73,42,43,43,79,79
14,0,4,31,73,14,42,43,43,79,79
14,0,1,31,73,14,42,43,43,79,79
14,0,1,4,73,14,42,43,43,79,79
14,0,1,4,31,14,42,43,43,79,79
14,1,4,31,73,14,42,43,43,79,79
14,0,4,31,73,14,42,43,43,79,79
14,0,1,31,73,14,42,43,43,79,79
14,0,1,4,73,14,42,43,43,79,79
14,0,1,4,31,14,42,43,43,79,79
33,6,36,43,74,86,42,43,43,79,79
33,6,7,43,74,86,42,43,43,79,79
33,7,36,43,74,86,42,43,43,79,79
33,6,36,43,74,86,42,43,43,79,79
33,6,7,43,74,86,42,43,43,79,79
33,6,7,36,74,86,42,43,43,79,79
33,6,7,36,43,86,42,43,43,79,79
33,6,7,36,43,74,42,43,43,79,79
33,6,7,36,43,74,86,43,43,79,79
33,6,7,36,43,74,86,43,43,79,79
1,8,9,33,57,14,42,43,43,79,79
1,9,33,57,33,14,42,43,43,79,79
1,8,33,57,33,14,42,43,43,79,79
1,8,9,57,33,14,42,43,43,79,79
1,8,9,33,33,14,42,43,43,79,79
1,8,9,33,57,14,42,43,43,79,79
1,8,9,33,57,14,42,43,43,79,79
1,9,33,57,33,14,42,43,43,79,79
1,8,33,57,33,14,42,43,43,79,79
1,8,9,33,33,14,42,43,43,79,79
12,10,11,37,41,75,60,65,78,105,109
12,10,11,37,41,75,60,65,78,105,109
12,11,37,41,75,60,65,78,105,109,79
12,10,37,41,75,60,65,78,105,109,79
12,10,11,41,75,60,65,78,105,109,79
12,10,11,37,75,60,65,78,105,109,79
12,10,11,37,41,60,65,78,105,109,79
12,10,11,37,41,75,65,78,105,109,79
12,10,11,37,41,75,60,78,105,109,79
12,10,11,37,41,75,60,65,105,109,79
17,6,12,38,58,14,42,43,43,79,79
17,6,12,38,58,14,42,43,43,79,79
17,12,38,58,33,14,42,43,43,79,79
17,6,38,58,33,14,42,43,43,79,79
17,6,12,58,33,14,42,43,43,79,79
17,6,12,38,33,14,42,43,43,79,79
17,6,12,38,58,14,42,43,43,79,79
17,12,38,58,33,14,42,43,43,79,79
17,6,38,58,33,14,42,43,43,79,79
17,6,12,58,33,14,42,43,43,79,79
6,10,13,33,23,76,87,43,43,79,79
6,13,33,23,76,87,42,43,43,79,79
6,10,33,23,76,87,42,43,43,79,79
6,10,13,23,76,87,42,43,43,79,79
6,10,13,33,76,87,42,43,43,79,79
6,10,13,33,23,87,42,43,43,79,79
6,10,13,33,23,76,42,43,43,79,79
6,10,13,33,23,76,87,43,43,79,79
6,13,33,23,76,87,42,43,43,79,79
6,10,33,23,76,87,42,43,43,79,79
23,14,15,39,59,77,42,43,43,79,79
23,15,39,59,77,14,42,43,43,79,79
23,14,39,59,77,14,42,43,43,79,79
23,14,15,59,77,14,42,43,43,79,79
23,14,15,39,77,14,42,43,43,79,79
23,14,15,39,59,14,42,43,43,79,79
23,14,15,39,59,77,42,43,43,79,79
23,15,39,59,77,14,42,43,43,79,79
23,14,39,59,77,14,42,43,43,79,79
23,14,15,59,77,14,42,43,43,79,79
30,5,7,14,60,78,29,92,99,106,79
30,7,14,60,78,29,92,99,106,79,79
30,5,14,60,78,29,92,99,106,79,79
30,5,7,60,78,29,92,99,106,79,79
30,5,7,14,78,29,92,99,106,79,79
30,5,7,14,60,29,92,99,106,79,79
30,5,7,14,60,78,92,99,106,79,79
30,5,7,14,60,78,29,99,106,79,79
30,5,7,14,60,78,29,92,106,79,79
30,5,7,14,60,78,29,92,99,79,79
7,16,17,27,39,59,42,43,43,79,79
7,16,17,27,39,59,42,43,43,79,79
7,17,27,39,59,14,42,43,43,79,79
7,16,27,39,59,14,42,43,43,79,79
7,16,17,39,59,14,42,43,43,79,79
7,16,17,27,59,14,42,43,43,79,79
7,16,17,27,39,14,42,43,43,79,79
7,16,17,27,39,59,42,43,43,79,79
7,17,27,39,59,14,42,43,43,79,79
7,16,27,39,59,14,42,43,43,79,79
32,6,14,40,61,14,42,43,43,79,79
32,6,14,40,61,14,42,43,43,79,79
32,14,40,61,33,14,42,43,43,79,79
32,6,40,61,33,14,42,43,43,79,79
32,6,14,61,33,14,42,43,43,79,79
32,6,14,40,33,14,42,43,43,79,79
32,6,14,40,61,14,42,43,43,79,79
32,14,40,61,33,14,42,43,43,79,79
32,6,40,61,33,14,42,43,43,79,79
32,6,14,61,33,14,42,43,43,79,79
28,0,6,10,11,33,20,62,43,79,79
28,0,6,10,11,33,20,62,43,79,79
28,6,10,11,33,20,62,43,43,79,79
28,0,10,11,33,20,62,43,43,79,79
28,0,6,11,33,20,62,43,43,79,79
28,0,6,10,33,20,62,43,43,79,79
28,0,6,10,11,20,62,43,43,79,79
28,0,6,10,11,33,62,43,43,79,79
28,0,6,10,11,33,20,43,43,79,79
28,0,6,10,11,33,20,62,43,79,79
29,18,6,33,45,14,42,100,43,79,79
29,18,6,33,45,14,42,58,100,79,79
29,18,6,33,45,14,42,58,100,79,79
29,6,33,45,14,42,58,100,43,79,79
29,18,33,45,14,42,58,100,43,79,79
29,18,6,45,14,42,58,100,43,79,79
29,18,6,33,14,42,58,100,43,79,79
29,18,6,33,45,42,58,100,43,79,79
29,18,6,33,45,14,58,100,43,79,79
29,18,6,33,45,14,42,100,43,79,79
8,0,1,10,41,33,14,36,101,94,95
8,1,10,41,33,14,36,101,94,95,115
8,0,10,41,33,14,36,101,94,95,115
8,0,1,41,33,14,36,101,94,95,115
8,0,1,10,33,14,36,101,94,95,115
8,0,1,10,41,14,36,101,94,95,115
8,0,1,10,41,33,36,101,94,95,115
8,0,1,10,41,33,14,101,94,95,115
8,0,1,10,41,33,14,36,94,95,115
8,0,1,10,41,33,14,36,101,95,115
11,1,18,19,6,10,33,14,42,36,110
11,1,18,19,6,10,33,14,42,36,110
11,1,18,19,6,10,33,14,42,36,110
11,1,18,19,6,10,33,14,42,36,110
11,18,19,6,10,33,14,42,36,110,16
11,1,19,6,10,33,14,42,36,110,16
11,1,18,6,10,33,14,42,36,110,16
11,1,18,19,10,33,14,42,36,110,16
11,1,18,19,6,33,14,42,36,110,16
11,1,18,19,6,10,14,42,36,110,16
37,18,6,10,33,42,21,43,58,111,116
37,18,6,10,33,14,21,43,58,111,116
37,18,6,10,33,14,42,43,58,111,116
37,18,6,10,33,14,42,21,58,111,116
37,18,6,10,33,14,42,21,43,111,116
37,18,6,10,33,14,42,21,43,58,116
37,18,6,10,33,14,42,21,43,58,111
37,18,6,10,33,14,42,21,43,58,111
37,18,6,10,33,14,42,21,43,58,111
37,18,10,33,14,42,21,43,58,111,116
40,19,6,20,62,42,36,43,58,101,79
40,19,6,20,62,42,36,43,58,101,79
40,6,20,62,42,36,43,58,101,79,100
40,19,20,62,42,36,43,58,101,79,100
40,19,6,62,42,36,43,58,101,79,100
40,19,6,20,42,36,43,58,101,79,100
40,19,6,20,62,36,43,58,101,79,100
40,19,6,20,62,42,43,58,101,79,100
40,19,6,20,62,42,36,58,101,79,100
40,19,6,20,62,42,36,43,101,79,100
19,0,10,41,20,62,36,43,102,79,95
19,0,10,41,20,62,36,43,102,79,95
19,10,41,20,62,36,43,102,79,95,117
19,0,41,20,62,36,43,102,79,95,117
19,0,10,20,62,36,43,102,79,95,117
19,0,10,41,62,36,43,102,79,95,117
19,0,10,41,20,36,43,102,79,95,117
19,0,10,41,20,62,43,102,79,95,117
19,0,10,41,20,62,36,102,79,95,117
19,0,10,41,20,62,36,43,79,95,117
20,10,20,42,36,76,42,43,43,79,79
20,10,20,42,36,79,76,43,43,79,79
20,20,42,36,79,76,42,43,43,79,79
20,10,42,36,79,76,42,43,43,79,79
20,10,20,36,79,76,42,43,43,79,79
20,10,20,42,79,76,42,43,43,79,79
20,10,20,42,36,76,42,43,43,79,79
20,10,20,42,36,79,42,43,43,79,79
20,10,20,42,36,79,76,43,43,79,79
20,10,20,42,36,79,76,43,43,79,79
21,19,6,10,20,62,42,36,43,79,79
21,6,10,20,62,42,36,43,79,79,79
21,19,10,20,62,42,36,43,79,79,79
21,19,6,20,62,42,36,43,79,79,79
21,19,6,10,62,42,36,43,79,79,79
21,19,6,10,20,42,36,43,79,79,79
21,19,6,10,20,62,36,43,79,79,79
21,19,6,10,20,62,42,43,79,79,79
21,19,6,10,20,62,42,36,79,79,79
21,19,6,10,20,62,42,36,43,79,79
22,19,6,10,33,20,62,42,36,43,79
22,19,6,10,33,20,62,42,36,43,79
22,19,6,10,33,20,62,42,36,43,79
22,6,10,33,20,62,42,36,43,79,118
22,19,10,33,20,62,42,36,43,79,118
22,19,6,33,20,62,42,36,43,79,118
22,19,6,10,20,62,42,36,43,79,118
22,19,6,10,33,62,42,36,43,79,118
22,19,6,10,33,20,42,36,43,79,118
22,19,6,10,33,20,62,36,43,79,118
3,6,20,43,63,80,88,93,43,79,79
3,6,20,43,63,80,88,93,43,79,79
3,20,43,63,80,88,93,43,43,79,79
3,6,43,63,80,88,93,43,43,79,79
3,6,20,63,80,88,93,43,43,79,79
3,6,20,43,80,88,93,43,43,79,79
3,6,20,43,63,88,93,43,43,79,79
3,6,20,43,63,80,93,43,43,79,79
3,6,20,43,63,80,88,43,43,79,79
3,6,20,43,63,80,88,93,43,79,79
36,18,6,10,11,13,33,23,45,36,101
36,18,6,10,11,13,33,23,45,36,101
36,6,10,11,13,33,23,45,36,101,79
36,18,10,11,13,33,23,45,36,101,79
36,18,6,11,13,33,23,45,36,101,79
36,18,6,10,13,33,23,45,36,101,79
36,18,6,10,11,33,23,45,36,101,79
36,18,6,10,11,13,23,45,36,101,79
36,18,6,10,11,13,33,45,36,101,79
36,18,6,10,11,13,33,23,36,101,79
10,2,18,10,13,33,14,94,95,103,112
10,2,18,10,13,33,14,94,95,103,112
10,18,10,13,33,14,94,95,103,112,119
10,2,10,13,33,14,94,95,103,112,119
10,2,18,13,33,14,94,95,103,112,119
10,2,18,10,33,14,94,95,103,112,119
10,2,18,10,13,14,94,95,103,112,119
10,2,18,10,13,33,94,95,103,112,119
10,2,18,10,13,33,14,95,103,112,119
10,2,18,10,13,33,14,94,103,112,119
34,18,10,13,33,23,45,95,15,98,120
34,18,10,13,33,23,45,95,103,15,98
34,18,10,13,33,23,45,95,103,15,98
34,10,13,33,23,45,95,103,15,98,120
34,18,13,33,23,45,95,103,15,98,120
34,18,10,33,23,45,95,103,15,98,120
34,18,10,13,23,45,95,103,15,98,120
34,18,10,13,33,45,95,103,15,98,120
34,18,10,13,33,23,95,103,15,98,120
34,18,10,13,33,23,45,103,15,98,120
13,21,22,44,64,81,42,43,43,79,79
13,21,22,44,64,81,42,43,43,79,79
13,21,22,44,64,81,42,43,43,79,79
13,22,44,64,81,14,42,43,43,79,79
13,21,44,64,81,14,42,43,43,79,79
13,21,22,64,81,14,42,43,43,79,79
13,21,22,44,81,14,42,43,43,79,79
13,21,22,44,64,14,42,43,43,79,79
13,21,22,44,64,81,42,43,43,79,79
13,21,22,44,64,81,42,43,43,79,79
18,6,23,45,15,14,42,43,43,79,79
18,6,23,45,15,14,42,43,43,79,79
18,23,45,15,33,14,42,43,43,79,79
18,6,45,15,33,14,42,43,43,79,79
18,6,23,15,33,14,42,43,43,79,79
18,6,23,45,33,14,42,43,43,79,79
18,6,23,45,15,14,42,43,43,79,79
18,23,45,15,33,14,42,43,43,79,79
18,6,45,15,33,14,42,43,43,79,79
18,6,23,15,33,14,42,43,43,79,79
39,10,24,46,65,82,89,96,43,79,79
39,10,24,46,65,82,89,96,43,79,79
39,24,46,65,82,89,96,43,43,79,79
39,10,46,65,82,89,96,43,43,79,79
39,10,24,65,82,89,96,43,43,79,79
39,10,24,46,82,89,96,43,43,79,79
39,10,24,46,65,89,96,43,43,79,79
39,10,24,46,65,82,96,43,43,79,79
39,10,24,46,65,82,89,43,43,79,79
39,10,24,46,65,82,96,43,43,79,79
26,10,25,47,26,41,39,97,104,107,113
26,10,25,47,26,41,39,97,104,107,113
26,25,47,26,41,39,97,104,107,113,92
26,25,47,26,41,39,97,104,107,113,92
26,10,47,26,41,39,97,104,107,113,92
26,10,25,26,41,39,97,104,107,113,92
26,10,25,47,41,39,97,104,107,113,92
26,10,25,47,26,39,97,104,107,113,92
26,10,25,47,26,41,97,104,107,113,92
26,10,25,47,26,41,39,104,107,113,92
24,10,26,11,37,45,58,98,78,28,99
24,10,26,11,37,45,58,98,78,28,99
24,26,11,37,45,58,98,78,28,99,121
24,10,11,37,45,58,98,78,28,99,121
24,10,26,37,45,58,98,78,28,99,121
24,10,26,11,45,58,98,78,28,99,121
24,10,26,11,37,58,98,78,28,99,121
24,10,26,11,37,45,98,78,28,99,121
24,10,26,11,37,45,58,78,28,99,121
24,10,26,11,37,45,58,98,28,99,121
25,6,10,48,45,14,42,60,78,114,99
25,6,10,48,45,14,42,60,78,108,114
25,6,10,48,45,14,42,60,78,108,114
25,10,48,45,14,42,60,78,108,114,99
25,6,48,45,14,42,60,78,108,114,99
25,6,10,45,14,42,60,78,108,114,99
25,6,10,48,14,42,60,78,108,114,99
25,6,10,48,45,42,60,78,108,114,99
25,6,10,48,45,14,60,78,108,114,99
25,6,10,48,45,14,42,78,108,114,99
31,19,27,49,66,50,83,43,43,79,79
31,19,27,49,66,50,83,43,43,79,79
31,27,49,66,50,83,42,43,43,79,79
31,19,49,66,50,83,42,43,43,79,79
31,19,27,66,50,83,42,43,43,79,79
31,19,27,49,50,83,42,43,43,79,79
31,19,27,49,66,83,42,43,43,79,79
31,19,27,49,66,50,42,43,43,79,79
31,19,27,49,66,50,83,43,43,79,79
31,19,27,49,66,50,83,43,43,79,79
5,28,29,50,67,83,42,43,43,79,79
5,28,29,50,67,83,42,43,43,79,79
5,29,50,67,83,14,42,43,43,79,79
5,28,50,67,83,14,42,43,43,79,79
5,28,29,67,83,14,42,43,43,79,79
5,28,29,50,83,14,42,43,43,79,79
5,28,29,50,67,83,42,43,43,79,79
5,28,29,50,67,14,42,43,43,79,79
5,28,29,50,67,83,42,43,43,79,79
5,28,29,50,67,83,42,43,43,79,79
0,6,14,42,68,59,90,43,43,79,79
0,6,14,42,68,59,90,43,43,79,79
0,14,42,68,59,90,42,43,43,79,79
0,6,42,68,59,90,42,43,43,79,79
0,6,14,68,59,90,42,43,43,79,79
0,6,14,42,59,90,42,43,43,79,79
0,6,14,42,68,90,42,43,43,79,79
0,6,14,42,68,59,42,43,43,79,79
0,6,14,42,68,59,90,43,43,79,79
0,6,14,42,59,90,42,43,43,79,79
2,1,30,51,69,14,42,43,43,79,79
2,1,30,51,69,14,42,43,43,79,79
2,30,51,69,33,14,42,43,43,79,79
2,1,51,69,33,14,42,43,43,79,79
2,1,30,69,33,14,42,43,43,79,79
2,1,30,51,33,14,42,43,43,79,79
2,1,30,51,69,14,42,43,43,79,79
2,1,30,51,33,14,42,43,43,79,79
2,1,30,69,33,14,42,43,43,79,79
2,1,51,69,33,14,42,43,43,79,79
38,31,32,52,70,14,42,43,43,79,79
38,31,32,52,70,14,42,43,43,79,79
38,32,52,70,33,14,42,43,43,79,79
38,31,52,70,33,14,42,43,43,79,79
38,31,32,70,33,14,42,43,43,79,79
38,31,32,52,33,14,42,43,43,79,79
38,31,32,52,70,14,42,43,43,79,79
38,31,32,70,33,14,42,43,43,79,79
38,32,52,70,33,14,42,43,43,79,79
38,31,32,70,33,14,42,43,43,79,79
35,1,19,53,71,84,91,43,43,79,79
35,1,19,53,71,84,91,43,43,79,79
35,19,53,71,84,91,42,43,43,79,79
35,1,53,71,84,91,42,43,43,79,79
35,1,19,71,84,91,42,43,43,79,79
35,1,19,53,84,91,42,43,43,79,79
35,1,19,53,71,91,42,43,43,79,79
35,1,19,53,71,84,42,43,43,79,79
35,1,19,53,71,84,91,43,43,79,79
35,1,19,53,71,84,91,43,43,79,79
27,1,33,54,72,85,42,43,43,79,79
27,1,33,54,72,85,42,43,43,79,79
27,33,54,72,85,14,42,43,43,79,79
27,1,54,72,85,14,42,43,43,79,79
27,1,54,72,85,14,42,43,43,79,79
27,1,33,72,85,14,42,43,43,79,79
27,1,33,54,85,14,42,43,43,79,79
27,1,33,54,72,14,42,43,43,79,79
27,1,33,54,72,85,42,43,43,79,79
27,1,54,72,85,14,42,43,43,79,79
15,0,1,34,55,14,42,43,43,79,79
15,1,34,55,33,14,42,43,43,79,79
15,0,34,55,33,14,42,43,43,79,79
15,0,1,55,33,14,42,43,43,79,79
15,0,1,34,33,14,42,43,43,79,79
15,1,34,55,33,14,42,43,43,79,79
15,0,34,55,33,14,42,43,43,79,79
15,0,1,55,33,14,42,43,43,79,79
15,0,1,34,33,14,42,43,43,79,79
15,0,1,34,55,14,42,43,43,79,79
4,2,3,18,56,14,42,43,43,79,79
4,3,18,56,33,14,42,43,43,79,79
4,2,18,56,33,14,42,43,43,79,79
4,2,3,56,33,14,42,43,43,79,79
4,2,3,18,33,14,42,43,43,79,79
4,3,18,56,33,14,42,43,43,79,79
4,2,18,56,33,14,42,43,43,79,79
4,2,3,56,33,14,42,43,43,79,79
4,2,3,18,33,14,42,43,43,79,79
4,2,3,18,56,14,42,43,43,79,79
16,4,5,35,6,13,15,43,43,79,79
16,4,35,6,13,15,42,43,43,79,79
16,4,5,6,13,15,42,43,43,79,79
16,4,5,35,13,15,42,43,43,79,79
16,4,5,35,6,15,42,43,43,79,79
16,4,5,35,6,13,42,43,43,79,79
16,5,35,6,13,15,42,43,43,79,79
16,4,35,6,13,15,42,43,43,79,79
16,4,5,6,13,15,42,43,43,79,79
16,4,5,35,13,15,42,43,43,79,79
9,0,6,20,42,36,43,79,43,79,79
9,6,20,42,36,43,79,43,43,79,79
9,0,20,42,36,43,79,43,43,79,79
9,0,6,42,36,43,79,43,43,79,79
9,0,6,20,36,43,79,43,43,79,79
9,0,6,20,42,43,79,43,43,79,79
9,0,6,20,42,36,79,43,43,79,79
9,0,6,20,42,36,43,43,43,79,79
9,0,6,20,42,36,43,79,43,79,79
9,0,6,20,42,36,43,79,43,79,79
14,0,1,4,31,73,42,43,43,79,79
14,0,4,31,73,14,42,43,43,79,79
14,0,1,31,73,14,42,43,43,79,79
14,0,1,4,73,14,42,43,43,79,79
14,0,1,4,31,14,42,43,43,79,79
14,1,4,31,73,14,42,43,43,79,79
14,0,4,31,73,14,42,43,43,79,79
14,0,1,31,73,14,42,43,43,79,79
14,0,1,4,73,14,42,43,43,79,79
14,0,1,4,31,14,42,43,43,79,79
33,6,36,43,74,86,42,43,43,79,79
33,6,7,43,74,86,42,43,43,79,79
33,7,36,43,74,86,42,43,43,79,79
33,6,36,43,74,86,42,43,43,79,79
33,6,7,43,74,86,42,43,43,79,79
33,6,7,36,74,86,42,43,43,79,79
33,6,7,36,43,86,42,43,43,79,79
33,6,7,36,43,74,42,43,43,79,79
33,6,7,36,43,74,86,43,43,79,79
33,6,7,36,43,74,86,43,43,79,79
1,8,9,33,57,14,42,43,43,79,79
1,9,33,57,33,14,42,43,43,79,79
1,8,33,57,33,14,42,43,43,79,79
1,8,9,57,33,14,42,43,43,79,79
1,8,9,33,33,14,42,43,43,79,79
1,8,9,33,57,14,42,43,43,79,79
1,8,9,33,57,14,42,43,43,79,79
1,9,33,57,33,14,42,43,43,79,79
1,8,33,57,33,14,42,43,43,79,79
1,8,9,33,33,14,42,43,43,79,79
12,10,11,37,41,75,60,65,78,105,109
12,10,11,37,41,75,60,65,78,105,109
12,11,37,41,75,60,65,78,105,109,79
12,10,37,41,75,60,65,78,105,109,79
12,10,11,41,75,60,65,78,105,109,79
12,10,11,37,75,60,65,78,105,109,79
12,10,11,37,41,60,65,78,105,109,79
12,10,11,37,41,75,65,78,105,109,79
12,10,11,37,41,75,60,78,105,109,79
12,10,11,37,41,75,60,65,105,109,79
17,6,12,38,58,14,42,43,43,79,79
17,6,12,38,58,14,42,43,43,79,79
17,12,38,58,33,14,42,43,43,79,79
17,6,38,58,33,14,42,43,43,79,79
17,6,12,58,33,14,42,43,43,79,79
17,6,12,38,33,14,42,43,43,79,79
17,6,12,38,58,14,42,43,43,79,79
17,12,38,58,33,14,42,43,43,79,79
17,6,38,58,33,14,42,43,43,79,79
17,6,12,58,33,14,42,43,43,79,79
6,10,13,33,23,76,87,43,43,79,79
6,13,33,23,76,87,42,43,43,79,79
6,10,33,23,76,87,42,43,43,79,79
6,10,13,23,76,87,42,43,43,79,79
6,10,13,33,76,87,42,43,43,79,79
6,10,13,33,23,87,42,43,43,79,79
6,10,13,33,23,76,42,43,43,79,79
6,10,13,33,23,76,87,43,43,79,79
6,13,33,23,76,87,42,43,43,79,79
6,10,33,23,76,87,42,43,43,79,79
23,14,15,39,59,77,42,43,43,79,79
23,15,39,59,77,14,42,43,43,79,79
23,14,39,59,77,14,42,43,43,79,79
23,14,15,59,77,14,42,43,43,79,79
23,14,15,39,77,14,42,43,43,79,79
23,14,15,39,59,14,42,43,43,79,79
23,14,15,39,59,77,42,43,43,79,79
23,15,39,59,77,14,42,43,43,79,79
23,14,39,59,77,14,42,43,43,79,79
23,14,15,59,77,14,42,43,43,79,79
30,5,7,14,60,78,29,92,99,106,79
30,7,14,60,78,29,92,99,106,79,79
30,5,14,60,78,29,92,99,106,79,79
30,5,7,60,78,29,92,99,106,79,79
30,5,7,14,78,29,92,99,106,79,79
30,5,7,14,60,29,92,99,106,79,79
30,5,7,14,60,78,92,99,106,79,79
30,5,7,14,60,78,29,99,106,79,79
30,5,7,14,60,78,29,92,106,79,79
30,5,7,14,60,78,29,92,99,79,79
7,16,17,27,39,59,42,43,43,79,79
7,16,17,27,39,59,42,43,43,79,79
7,17,27,39,59,14,42,43,43,79,79
7,16,27,39,59,14,42,43,43,79,79
7,16,17,39,59,14,42,43,43,79,79
7,16,17,27,59,14,42,43,43,79,79
7,16,17,27,39,14,42,43,43,79,79
7,16,17,27,39,59,42,43,43,79,79
7,17,27,39,59,14,42,43,43,79,79
7,16,27,39,59,14,42,43,43,79,79
32,6,14,40,61,14,42,43,43,79,79
32,6,14,40,61,14,42,43,43,79,79
32,14,40,61,33,14,42,43,43,79,79
32,6,40,61,33,14,42,43,43,79,79
32,6,14,61,33,14,42,43,43,79,79
32,6,14,40,33,14,42,43,43,79,79
32,6,14,40,61,14,42,43,43,79,79
32,14,40,61,33,14,42,43,43,79,79
32,6,40,61,33,14,42,43,43,79,79
32,6,14,61,33,14,42,43,43,79,79
28,0,6,10,11,33,20,62,43,79,79
28,0,6,10,11,33,20,62,43,79,79
28,6,10,11,33,20,62,43,43,79,79
28,0,10,11,33,20,62,43,43,79,79
28,0,6,11,33,20,62,43,43,79,79
28,0,6,10,33,20,62,43,43,79,79
28,0,6,10,11,20,62,43,43,79,79
28,0,6,10,11,33,62,43,43,79,79
28,0,6,10,11,33,20,43,43,79,79
28,0,6,10,11,33,20,62,43,79,79
29,18,6,33,45,14,42,100,43,79,79
29,18,6,33,45,14,42,58,100,79,79
29,18,6,33,45,14,42,58,100,79,79
29,6,33,45,14,42,58,100,43,79,79
29,18,33,45,14,42,58,100,43,79,79
29,18,6,45,14,42,58,100,43,79,79
29,18,6,33,14,42,58,100,43,79,79
29,18,6,33,45,42,58,100,43,79,79
29,18,6,33,45,14,58,100,43,79,79
29,18,6,33,45,14,42,100,43,79,79
8,0,1,10,41,33,14,36,101,94,95
8,1,10,41,33,14,36,101,94,95,115
8,0,10,41,33,14,36,101,94,95,115
8,0,1,41,33,14,36,101,94,95,115
8,0,1,10,33,14,36,101,94,95,115
8,0,1,10,41,14,36,101,94,95,115
8,0,1,10,41,33,36,101,94,95,115
8,0,1,10,41,33,14,101,94,95,115
8,0,1,10,41,33,14,36,94,95,115
8,0,1,10,41,33,14,36,101,95,115
11,1,18,19,6,10,33,14,42,36,110
11,1,18,19,6,10,33,14,42,36,110
11,1,18,19,6,10,33,14,42,36,110
11,1,18,19,6,10,33,14,42,36,110
11,18,19,6,10,33,14,42,36,110,16
11,1,19,6,10,33,14,42,36,110,16
11,1,18,6,10,33,14,42,36,110,16
11,1,18,19,10,33,14,42,36,110,16
11,1,18,19,6,33,14,42,36,110,16
11,1,18,19,6,10,14,42,36,110,16
37,18,6,10,33,42,21,43,58,111,116
37,18,6,10,33,14,21,43,58,111,116
37,18,6,10,33,14,42,43,58,111,116
37,18,6,10,33,14,42,21,58,111,116
37,18,6,10,33,14,42,21,43,111,116
37,18,6,10,33,14,42,21,43,58,116
37,18,6,10,33,14,42,21,43,58,111
37,18,6,10,33,14,42,21,43,58,111
37,18,6,10,33,14,42,21,43,58,111
37,18,10,33,14,42,21,43,58,111,116
40,19,6,20,62,42,36,43,58,101,79
40,19,6,20,62,42,36,43,58,101,79
40,6,20,62,42,36,43,58,101,79,100
40,19,20,62,42,36,43,58,101,79,100
40,19,6,62,42,36,43,58,101,79,100
40,19,6,20,42,36,43,58,101,79,100
40,19,6,20,62,36,43,58,101,79,100
40,19,6,20,62,42,43,58,101,79,100
40,19,6,20,62,42,36,58,101,79,100
40,19,6,20,62,42,36,43,101,79,100
19,0,10,41,20,62,36,43,102,79,95
19,0,10,41,20,62,36,43,102,79,95
19,10,41,20,62,36,43,102,79,95,117
19,0,41,20,62,36,43,102,79,95,117
19,0,10,20,62,36,43,102,79,95,117
19,0,10,41,62,36,43,102,79,95,117
19,0,10,41,20,36,43,102,79,95,117
19,0,10,41,20,62,43,102,79,95,117
19,0,10,41,20,62,36,102,79,95,117
19,0,10,41,20,62,36,43,79,95,117
20,10,20,42,36,76,42,43,43,79,79
20,10,20,42,36,79,76,43,43,79,79
20,20,42,36,79,76,42,43,43,79,79
20,10,42,36,79,76,42,43,43,79,79
20,10,20,36,79,76,42,43,43,79,79
20,10,20,42,79,76,42,43,43,79,79
20,10,20,42,36,76,42,43,43,79,79
20,10,20,42,36,79,42,43,43,79,79
20,10,20,42,36,79,76,43,43,79,79
20,10,20,42,36,79,76,43,43,79,79
21,19,6,10,20,62,42,36,43,79,79
21,6,10,20,62,42,36,43,79,79,79
21,19,10,20,62,42,36,43,79,79,79
21,19,6,20,62,42,36,43,79,79,79
21,19,6,10,62,42,36,43,79,79,79
21,19,6,10,20,42,36,43,79,79,79
21,19,6,10,20,62,36,43,79,79,79
21,19,6,10,20,62,42,43,79,79,79
21,19,6,10,20,62,42,36,79,79,79
21,19,6,10,20,62,42,36,43,79,79
22,19,6,10,33,20,62,42,36,43,79
22,19,6,10,33,20,62,42,36,43,79
22,19,6,10,33,20,62,42,36,43,79
22,6,10,33,20,62,42,36,43,79,118
22,19,10,33,20,62,42,36,43,79,118
22,19,6,33,20,62,42,36,43,79,118
22,19,6,10,20,62,42,36,43,79,118
22,19,6,10,33,62,42,36,43,79,118
22,19,6,10,33,20,42,36,43,79,118
22,19,6,10,33,20,62,36,43,79,118
3,6,20,43,63,80,88,93,43,79,79
3,6,20,43,63,80,88,93,43,79,79
3,20,43,63,80,88,93,43,43,79,79
3,6,43,63,80,88,93,43,43,79,79
3,6,20,63,80,88,93,43,43,79,79
3,6,20,43,80,88,93,43,43,79,79
3,6,20,43,63,88,93,43,43,79,79
3,6,20,43,63,80,93,43,43,79,79
3,6,20,43,63,80,88,43,43,79,79
3,6,20,43,63,80,88,93,43,79,79
36,18,6,10,11,13,33,23,45,36,101
36,18,6,10,11,13,33,23,45,36,101
36,6,10,11,13,33,23,45,36,101,79
36,18,10,11,13,33,23,45,36,101,79
36,18,6,11,13,33,23,45,36,101,79
